work_id,doi,title,abstract,year,date,type,language,venue,venue_type,is_oa,oa_status,cited_by_count,fwci,cnp_value,is_top_1pct,is_top_10pct,referenced_works_count,primary_topic,primary_field,primary_domain,topics_json,n_authors,author_ids,author_names,institution_ids,institution_names,countries,grant_funders,prov_funder_hakai,prov_funder_tula,prov_inst_hakai,prov_inst_tula,prov_rawaff_hakai,prov_ft_hakai_inst,prov_ft_hakai_net,prov_ft_tula,prov_ft_calvert,prov_dataset,provenance_list,n_strategies,has_strong_prov,label,scope,confidence,reason
W2910448874,10.1038/s41558-018-0370-z,Krill (Euphausia superba) distribution contracts southward during rapid regional warming,,2019.0,2019-01-09,article,en,Nature Climate Change,journal,True,green,358,24.3293,0.99782792,True,True,43,Marine and fisheries research,Environmental Science,Physical Sciences,"[{""id"": ""T10230"", ""name"": ""Marine and fisheries research"", ""field"": ""Environmental Science""}, {""id"": ""T11459"", ""name"": ""Arctic and Antarctic ice dynamics"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T11088"", ""name"": ""Marine Bivalve and Aquaculture Studies"", ""field"": ""Environmental Science""}]",11,A5055586604|A5004415481|A5041126500|A5083116096|A5103136307|A5108791643|A5007478348|A5033891168|A5086214353|A5008656856|A5041156406,Angus Atkinson|Simeon L. Hill|Evgeny A. Pakhomov|Volker Siegel|Christian S. Reiss|Valerie J. Loeb|Deborah K. Steinberg|Katrin Schmidt|Geraint A. Tarling|Laura Gerrish|Sévrine Sailley,I106745318|I1319328641|I141945490|I16285277|I2802566253|I4210087486|I4210109599|I4387155864|I897542642|I95850191,British Antarctic Survey|Hakai Institute|Moss Landing Marine Laboratories|NOAA National Marine Fisheries Service|NOAA National Marine Fisheries Service Southwest Fisheries Science Center|Plymouth Marine Laboratory|Tula Foundation|University of British Columbia|University of Plymouth|William & Mary,CA|GB|US,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai Institute affiliation, marine krill research"
W2978692936,10.1016/j.marpol.2019.103702,Social equity and benefits as the nexus of a transformative Blue Economy: A sectoral review of implications,,2019.0,2019-10-03,review,en,Marine Policy,journal,False,closed,172,33.1916,0.99669219,True,True,108,Coastal and Marine Management,Environmental Science,Physical Sciences,"[{""id"": ""T12414"", ""name"": ""Coastal and Marine Management"", ""field"": ""Environmental Science""}, {""id"": ""T10341"", ""name"": ""Coral and Marine Ecosystems Studies"", ""field"": ""Environmental Science""}, {""id"": ""T10643"", ""name"": ""Marine and coastal plant biology"", ""field"": ""Earth and Planetary Sciences""}]",10,A5041047135|A5032902867|A5056893898|A5001796283|A5102754549|A5113563970|A5037514738|A5008470991|A5034142045|A5002739824,Andrés M. Cisneros‐Montemayor|Marcia Moreno‐Báez|Michelle Voyer|Edward H. Allison|William W. L. Cheung|Margot Hessing‐Lewis|Muhammed A. Oyinlola|Gerald G. Singh|Wilf Swartz|Yoshitaka Ota,I1319689352|I141945490|I201448701|I204824540|I275799156|I4210087486|I4387155864|I58610484,Fisheries and Oceans Canada|Hakai Institute|Seattle University|Tula Foundation|University of British Columbia|University of New England|University of Washington|University of Wollongong,AU|CA|US,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai/Tula provenance, blue economy marine review"
W2944630251,10.3389/fmars.2019.00227,Systematic Review and Meta-Analysis Toward Synthesis of Thresholds of Ocean Acidification Impacts on Calcifying Pteropods and Interactions With Warming,"Interpreting the vulnerability of pelagic calcifiers to ocean acidification (OA) is enhanced by understanding of their critical thresholds and how these thresholds are modified by other climate change stressors (e.g. warming). To address this need, we undertook a three-part data synthesis for pteropods, one of the calcifying zooplankton group. We conducted the first meta-analysis and threshold analysis of literature characterizing pteropod responses to OA and warming by synthetizing dataset comprising of 2097 datapoints. Meta-analysis revealed the extent to which responses among studies conducted on differing life stages and disparate geographies could be integrated into a common analysis. The results demonstrated reduced calcification, growth, development and survival to OA with increased magnitude of sensitivity in the early life stages, under prolonged duration, and with the concurrent exposure of OA and warming, but not species-specific sensitivity. Second, breakpoint analyses identified OA thresholds for several endpoints: dissolution (mild and severe), calcification, egg development, shell growth, and survival. Finally, consensus by a panel of pteropod experts was used to verify thresholds and assign confidence scores for five endpoints with sufficient signal:noise ratio to develop life-stage specific, duration-dependent thresholds. The range of aragonite saturation state from 1.5 to 0.9 provides a risk range from early warning to lethal impacts, thus providing rigorous basis for vulnerability assessments to guide climate change management responses, including evaluation of the efficacy of local pollution management. In addition, meta-analyses with OA and warming shows increased vulnerability in two pteropod processes, i.e. shell dissolution and survival, and thus pointing towards increased threshold sensitivity under combined stressor effect.",2019.0,2019-05-09,article,en,Frontiers in Marine Science,journal,True,gold,139,12.0235,0.99187997,True,True,70,Ocean Acidification Effects and Responses,Earth and Planetary Sciences,Physical Sciences,"[{""id"": ""T12806"", ""name"": ""Ocean Acidification Effects and Responses"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T10341"", ""name"": ""Coral and Marine Ecosystems Studies"", ""field"": ""Environmental Science""}, {""id"": ""T10765"", ""name"": ""Marine Biology and Ecology Research"", ""field"": ""Earth and Planetary Sciences""}]",12,A5075209120|A5019328347|A5104727429|A5043016649|A5004032318|A5016527332|A5086752367|A5061956366|A5000729025|A5063497734|A5042187657,Nina Bednaršek|Richard A. Feely|Ella L. Howes|Brian P. V. Hunt|Fayçal Kessouri|Pablo León|Silke Lischka|Amy E. Maas|Karen McLaughlin|Nikolay P. Nezlin|Martha Sutula|Stephen B. Weisberg,I11006740|I1289431368|I1304608119|I1332124652|I141945490|I27841520|I34403800|I4210087486|I4387155864,"Bermuda Institute of Ocean Sciences|Centre for Environment, Fisheries and Aquaculture Science|GEOMAR Helmholtz Centre for Ocean Research Kiel|Hakai Institute|Marine Scotland|NOAA Pacific Marine Environmental Laboratory|Southern California Coastal Water Research Project|Tula Foundation|University of British Columbia",BM|CA|DE|GB|US,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai affiliation, ocean acidification research"
W2940048539,10.1016/j.ympev.2019.04.012,A comprehensive kelp phylogeny sheds light on the evolution of an ecosystem,,2019.0,2019-04-10,article,en,Molecular Phylogenetics and Evolution,journal,False,closed,111,12.023,0.99183842,True,True,121,Marine and coastal plant biology,Earth and Planetary Sciences,Physical Sciences,"[{""id"": ""T10643"", ""name"": ""Marine and coastal plant biology"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T10765"", ""name"": ""Marine Biology and Ecology Research"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T10779"", ""name"": ""Coastal wetland ecosystem dynamics"", ""field"": ""Environmental Science""}]",10,A5039774004|A5063353201|A5044922578|A5086928770|A5075020773|A5088174297|A5036908789|A5030023294|A5069439269|A5085791255,Samuel Starko|Marybel Soto Gomez|Hayley Darby|Kyle Demes|Hiroshi Kawai|Norishige Yotsukura|Sandra C. Lindstrom|Patrick J. Keeling|Sean W. Graham|Patrick T. Martone,I141945490|I205349734|I2802902549|I4210087486|I4387155864|I65837984,Bamfield Marine Sciences Centre|Hakai Institute|Hokkaido University|Kobe University|Tula Foundation|University of British Columbia,CA|JP,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai Quadra Island affiliation, kelp phylogeny"
W2944525769,10.3354/aei00316,"Microplastics in bivalves and their habitat in relation to shellfish aquaculture proximity in coastal British Columbia, Canada","Shellfish aquaculture often uses large amounts of plastic equipment and has been suggested as a potential source of microplastic contamination in the marine environment. To determine the influence of shellfish aquaculture on microplastic concentrations in bivalves and their environment, we compared microplastic particle (MP) concentrations in Manila clams Venerupis philippinarum and Pacific oysters Crassostrea gigas grown on commercial shellfish beaches with those in individuals of the same species grown on nearby non-aquaculture beaches in 6 regions of coastal British Columbia, Canada. MP concentrations did not differ between shellfish aquaculture and non-aquaculture sites for either bivalve species, sediment, or water samples. Plastic presence differed by site and oysters on sites with many synthetic anti-predator nets contained significantly, yet marginally, more MPs than those on sites without (0.05 vs. 0.03 g -1 dry-tissue weight on average). However, analysis of suspected MPs using Fourier-transform infrared spectroscopy in dicated a predominance of fibres from textiles (including nylon and polyester), which are not typically used in shellfish aquaculture, suggesting that this may be caused by the larger average body weight of oysters grown at non-aquaculture sites rather than by the degradation of aquaculture infrastructure.",2019.0,2019-05-09,article,en,Aquaculture Environment Interactions,journal,True,gold,109,3.1193,0.92088174,False,True,62,Microplastics and Plastic Pollution,Environmental Science,Physical Sciences,"[{""id"": ""T10753"", ""name"": ""Microplastics and Plastic Pollution"", ""field"": ""Environmental Science""}, {""id"": ""T12017"", ""name"": ""Recycling and Waste Management Techniques"", ""field"": ""Environmental Science""}, {""id"": ""T10661"", ""name"": ""biodegradable polymer synthesis and properties"", ""field"": ""Materials Science""}]",7,A5013896743|A5053267766|A5022450031|A5020932649|A5110346985|A5006248827|A5096837724,Garth A. Covernton|Brenna Collicutt|HJ Gurney-Smith|CM Pearce|JF Dower|PS Ross|SE Dudas,I1319689352|I212119943|I28638086|I4210087486|I4387155864,Fisheries and Oceans Canada|Hakai Institute|Tula Foundation|University of Victoria|Vancouver Island University,CA,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai Quadra Island affiliation, coastal BC microplastics"
W2980798777,10.1073/pnas.1905921116,"11,500 y of human–clam relationships provide long-term context for intertidal management in the Salish Sea, British Columbia",") throughout the Holocene in the northern Salish Sea of British Columbia, Canada. We compare butter clam size and growth patterns from different temporal, environmental, and cultural contexts spanning 11,500 y to present. Butter clam size and growth were restricted in early postglacial times but increased over the next few millennia. During the early-Late Holocene, humans took increasing advantage of robust clam populations and after 3.5 ka, began constructing clam gardens (intertidal rock-walled terraces). Environmental and cultural variables, including coarse substrate, stabilized sea surface temperature, and the presence of a clam garden wall, increased clam growth throughout the Holocene. Measurements of clams collected in active clam gardens and deposited in middens suggest that clam gardens as well as other mariculture activities enhanced clam production despite increased harvesting pressure. Since European contact, decline of traditional management practices and increases in industrial activities are associated with reduced clam size and growth similar to those of the early postglacial clams. Deeper-time baselines that more accurately represent clam population variability and allow us to assess magnitudes of change throughout time as well as the complex interactions among humans and clams are useful for modern marine resource management.",2019.0,2019-10-14,article,en,Proceedings of the National Academy of Sciences,journal,True,bronze,86,12.1304,0.98535982,False,True,57,Indigenous Studies and Ecology,Health Professions,Health Sciences,"[{""id"": ""T12614"", ""name"": ""Indigenous Studies and Ecology"", ""field"": ""Health Professions""}, {""id"": ""T10659"", ""name"": ""Marine animal studies overview"", ""field"": ""Environmental Science""}, {""id"": ""T11088"", ""name"": ""Marine Bivalve and Aquaculture Studies"", ""field"": ""Environmental Science""}]",5,A5021885960|A5044844162|A5045544087|A5038244437|A5005272916,Ginevra Toniello|Dana Lepofsky|Gavia Lertzman‐Lepofsky|Anne K. Salomon|Kirsten Rowell,I18014758|I188538660|I201448701|I4210087486|I4387155864,Hakai Institute|Simon Fraser University|Tula Foundation|University of Colorado Boulder|University of Washington,CA|US,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai affiliation, intertidal Salish Sea clam study"
W2990693149,10.3389/fmicb.2019.02628,Strong Seasonality in Arctic Estuarine Microbial Food Webs,", Bacteroidetes) during the winter-spring transition, and then to oligotrophic marine taxa (SAR86, SAR92) in summer. Chemolithoautotrophic taxa were abundant under ice, including iron-oxidizing Zetaproteobacteria. These results suggest that wintertime Arctic bacterial communities capitalize on the unique biogeochemical gradients that develop below ice near shore, potentially using chemoautotrophic metabolisms at a time when carbon inputs to the system are low. Co-occurrence networks constructed for each season showed that under-ice networks were dominated by relationships between parasitic protists and other microbial taxa, while spring networks were by far the largest and dominated by bacteria-bacteria co-occurrences. Summer networks were the smallest and least connected, suggesting a more detritus-based food web less reliant on interactions among microbial taxa. Eukaryotic and bacterial community compositions were significantly related to trends in concentrations of stable isotopes of particulate organic carbon and nitrogen, among other physiochemical variables such as dissolved oxygen, salinity, and temperature. This suggests the importance of sea ice cover and terrestrial carbon subsidies in contributing to seasonal trends in microbial communities in the coastal Beaufort Sea.",2019.0,2019-11-29,review,en,Frontiers in Microbiology,journal,True,gold,79,8.5034,0.98157301,False,True,151,Microbial Community Ecology and Physiology,Environmental Science,Physical Sciences,"[{""id"": ""T11791"", ""name"": ""Microbial Community Ecology and Physiology"", ""field"": ""Environmental Science""}, {""id"": ""T12640"", ""name"": ""Environmental DNA in Biodiversity Studies"", ""field"": ""Environmental Science""}, {""id"": ""T12073"", ""name"": ""Isotope Analysis in Ecology"", ""field"": ""Environmental Science""}]",4,A5068986976|A5019713703|A5019080850|A5030231402,Colleen T. E. Kellogg|J. W. McClelland|Kenneth H. Dunton|Byron C. Crump,I131249849|I4210087486|I4387155864,Hakai Institute|Oregon State University|Tula Foundation,CA|US,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai affiliation, estuarine microbial food webs"
W2954254870,10.1111/1462-2920.14733,Validation of a universal set of primers to study animal‐associated microeukaryotic communities,"The application of metabarcoding to study animal-associated microeukaryotes has been restricted because the universal barcode used to study microeukaryotic ecology and distribution in the environment, the Small Subunit of the Ribosomal RNA gene (18S rRNA), is also present in the host. As a result, when host-associated microbial eukaryotes are analysed by metabarcoding, the reads tend to be dominated by host sequences. We have done an in silico validation against the SILVA 18S rRNA database of a non-metazoan primer set (primers that are biased against the metazoan 18S rRNA) that recovers only 2.6% of all the metazoan sequences, while recovering most of the other eukaryotes (80.4%). Among metazoans, the non-metazoan primers are predicted to amplify 74% of Porifera sequences, 4% of Ctenophora, and 15% of Cnidaria, while amplifying almost no sequences within Bilateria. In vivo, these non-metazoan primers reduce significantly the animal signal from coral and human samples, and when compared against universal primers provide at worst a 2-fold decrease in the number of metazoan reads and at best a 2800-fold decrease. This easy, inexpensive, and near-universal method for the study of animal-associated microeukaryotes diversity will contribute to a better understanding of the microbiome.",2019.0,2019-07-06,article,en,Environmental Microbiology,journal,True,bronze,62,5.5501,0.96044994,False,True,40,Environmental DNA in Biodiversity Studies,Environmental Science,Physical Sciences,"[{""id"": ""T12640"", ""name"": ""Environmental DNA in Biodiversity Studies"", ""field"": ""Environmental Science""}, {""id"": ""T11879"", ""name"": ""Protist diversity and phylogeny"", ""field"": ""Biochemistry, Genetics and Molecular Biology""}, {""id"": ""T11791"", ""name"": ""Microbial Community Ecology and Physiology"", ""field"": ""Environmental Science""}]",8,A5062248194|A5019693598|A5077013579|A5010072871|A5090519528|A5070190670|A5004605744|A5030023294,Javier del Campo|María J. Pons|María Herranz|Kevin C. Wakeman|Juana del Valle-Mendoza|Mark J. A. Vermeij|Brian S. Leander|Patrick J. Keeling,I104234503|I1311157440|I141945490|I145608581|I156971308|I205349734|I263512288|I2799559700|I4210096541|I4210104448|I4210166387|I887064364,Caribbean Research and Management of Biodiversity Foundation|Hokkaido University|Hokkaido University of Education|Hokkaido University of Science|Institut Català de Ciències del Clima|Institute for Biodiversity|Instituto de Investigación Nutricional|Peruvian University of Applied Sciences|Universidad Científica del Sur|University of Amsterdam|University of British Columbia|University of Miami,CA|CW|DE|ES|JP|NL|PE|US,,False,True,False,False,False,False,False,True,True,False,funder_tula|ft_tula|ft_calvert,3,True,include,coastal,medium,"funder_tula provenance, marine microeukaryote metabarcoding"
W2939324186,10.1002/ecs2.2683,Symbiotic endolithic microbes alter host morphology and reduce host vulnerability to high environmental temperatures,"Abstract Thermal stresses, such as those associated with global warming, have the potential to change the strength and even the direction of interspecific interactions. On rocky shores, bio‐eroding microbial endoliths infect the mussel Mytilus californianus . Infestation by microbial endoliths can weaken the shell and lead to mechanical failure and death, increased vulnerability to predation, mechanical damage, etc. However, endolith infestation is associated with the loss of the dark‐colored periostracum, exposing the underlying light gray prismatic layer of the shell and potentially reducing stressful heat gain during low tide. We explore the consequences of the mussel–endolith relationship on mussel tolerance to high environmental temperature through a series of experimental manipulations and comparative observations. Experimental sterilization of the shell surface reduces the rate of periostracum loss, suggesting that the change in shell surface color is indeed caused by microbes residing on/in the shell. Eroded shells absorbed less solar energy than shells with their periostracum intact, and mussel mimics with infested shells remained cooler on sunny days. Manipulation of shell color in the field resulted in higher mortality in black‐painted mussels relative to gray‐painted or naturally eroded mussels. Furthermore, following exceedingly hot weather, mortality was significantly lower for heavily infested, light‐colored mussels than for lightly infested, dark‐colored mussels. Thus, although shell‐boring microbes have the potential to act as parasites under the majority of conditions experienced by mussels, they may be critical mutualists during periods of intense thermal stress. This context‐dependent symbiosis may allow mussels to occupy higher shore levels than would otherwise be possible, and thus indirectly benefit the hundreds of species which use mussel beds as habitat.",2019.0,2019-04-01,article,en,Ecosphere,journal,True,gold,32,1.9716,0.85582398,False,False,57,Marine Bivalve and Aquaculture Studies,Environmental Science,Physical Sciences,"[{""id"": ""T11088"", ""name"": ""Marine Bivalve and Aquaculture Studies"", ""field"": ""Environmental Science""}, {""id"": ""T12806"", ""name"": ""Ocean Acidification Effects and Responses"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T10765"", ""name"": ""Marine Biology and Ecology Research"", ""field"": ""Earth and Planetary Sciences""}]",2,A5011535648|A5032113172,Alyssa‐Lois M. Gehman|Christopher D. G. Harley,I1319689352|I141945490|I4210087486|I4387155864,Fisheries and Oceans Canada|Hakai Institute|Tula Foundation|University of British Columbia,CA,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai Calvert Island affiliation, mussel endolith study"
W2980249276,10.1016/j.marpol.2019.103701,Drawing on indigenous governance and stewardship to build resilient coastal fisheries: People and abalone along Canada's northwest coast,,2019.0,2019-10-11,article,en,Marine Policy,journal,True,green,52,9.3007,0.97817316,False,True,144,Indigenous Studies and Ecology,Health Professions,Health Sciences,"[{""id"": ""T12614"", ""name"": ""Indigenous Studies and Ecology"", ""field"": ""Health Professions""}, {""id"": ""T12432"", ""name"": ""Arctic and Russian Policy Studies"", ""field"": ""Social Sciences""}, {""id"": ""T10341"", ""name"": ""Coral and Marine Ecosystems Studies"", ""field"": ""Environmental Science""}]",6,A5012759791|A5071996015|A5035298510|A5059166228|A5057707060|A5038244437,Lynn Chi Lee|Mike Reid|Russ Jones|Janet Winbourne|Murray B. Rutherford|Anne K. Salomon,I18014758|I4401200370,Council of the Haida Nation|Simon Fraser University,CA,,False,True,False,False,False,True,False,True,False,False,funder_tula|ft_hakai_inst|ft_tula,3,True,include,coastal,high,"funder_tula/Hakai provenance, coastal fisheries governance"
W2961740565,10.1073/pnas.1900506116,Trophic control of cryptic coralline algal diversity,"Understanding how trophic dynamics drive variation in biodiversity is essential for predicting the outcomes of trophic downgrading across the world's ecosystems. However, assessing the biodiversity of morphologically cryptic lineages can be problematic, yet may be crucial to understanding ecological patterns. Shifts in keystone predation that favor increases in herbivore abundance tend to have negative consequences for the biodiversity of primary producers. However, in nearshore ecosystems, coralline algal cover increases when herbivory is intense, suggesting that corallines may uniquely benefit from trophic downgrading. Because many coralline algal species are morphologically cryptic and their diversity has been globally underestimated, increasing the resolution at which we distinguish species could dramatically alter our conclusions about the consequences of trophic dynamics for this group. In this study, we used DNA barcoding to compare the diversity and composition of cryptic coralline algal assemblages at sites that differ in urchin biomass and keystone predation by sea otters. We show that while coralline cover is greater in urchin-dominated sites (or ""barrens""), which are subject to intense grazing, coralline assemblages in these urchin barrens are significantly less diverse than in kelp forests and are dominated by only 1 or 2 species. These findings clarify how food web structure relates to coralline community composition and reconcile patterns of total coralline cover with the widely documented pattern that keystone predation promotes biodiversity. Shifts in coralline diversity and distribution associated with transitions from kelp forests to urchin barrens could have ecosystem-level effects that would be missed by ignoring cryptic species' identities.",2019.0,2019-07-08,article,en,Proceedings of the National Academy of Sciences,journal,True,bronze,45,4.266,0.94158869,False,True,86,Marine and coastal plant biology,Earth and Planetary Sciences,Physical Sciences,"[{""id"": ""T10643"", ""name"": ""Marine and coastal plant biology"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T10341"", ""name"": ""Coral and Marine Ecosystems Studies"", ""field"": ""Environmental Science""}, {""id"": ""T10779"", ""name"": ""Coastal wetland ecosystem dynamics"", ""field"": ""Environmental Science""}]",6,A5082850266|A5039774004|A5070945776|A5027188287|A5038244437|A5085791255,Katharine R. Hind|Samuel Starko|Jenn M. Burt|Matthew A. Lemay|Anne K. Salomon|Patrick T. Martone,I141945490|I18014758|I4210087486|I4387155864,Hakai Institute|Simon Fraser University|Tula Foundation|University of British Columbia,CA,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai affiliation, coralline algal diversity"
W2993609935,10.1016/j.ecss.2019.106516,Varying intertidal invertebrate taxonomic resolution does not influence ecological findings,,2019.0,2019-12-02,article,en,Estuarine Coastal and Shelf Science,journal,False,closed,45,4.4601,0.94633141,False,True,42,Marine Biology and Ecology Research,Earth and Planetary Sciences,Physical Sciences,"[{""id"": ""T10765"", ""name"": ""Marine Biology and Ecology Research"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T10643"", ""name"": ""Marine and coastal plant biology"", ""field"": ""Earth and Planetary Sciences""}, {""id"": ""T10779"", ""name"": ""Coastal wetland ecosystem dynamics"", ""field"": ""Environmental Science""}]",7,A5039566484|A5031419507|A5053169050|A5091508825|A5075645818|A5057238386|A5054916699,Travis G. Gerwing|Kieran Cox|Alyssa M. Allen Gerwing|Lily Campbell|Tara A. Macdonald|Sarah E. Dudas|Francis Juanes,I212119943|I28638086|I4210087486|I4387155864,Hakai Institute|Tula Foundation|University of Victoria|Vancouver Island University,CA,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai Calvert Island affiliation, intertidal invertebrates"
W2941183925,10.1093/jcbiol/ruz004,"Evidence for a decline in the population density of Antarctic krill Euphausia superba Dana, 1850 still stands. A comment on Cox et al","Antarctic krill (Euphausia superba Dana, 1850) exemplifies the key role of marine crustaceans in fisheries, foodwebs, and biogeochemical cycles. Ecological understanding and policy decisions require information on population trends. We have therefore worked with international colleagues to publish KRILLBASE, a database of fishery-independent krill population information for every decade since the 1970s. These data were used by Cox et al. (2018) who dispute the evidence for a late twentieth-century decline in krill density (number per unit area) in the Southwest Atlantic sector of the Southern Ocean and claim to overturn “much of recent thinking about climate-driven change in krill populations.” They support this claim with an analysis which reaffirms one non-significant result from an earlier paper but does not challenge the five significant results from that paper or those of other studies which support a decline. In this comment we examine the methods which led Cox and coauthors to conclude that krill density has been stable over the last 40 years. Although these authors provide a potentially useful approach, we show that their analysis was biased by the exclusion of usable net types, the inclusion of negatively biased data and down-weighting of high densities in the early part of the analysis period, the absence of recent data from the north of the sector, and a lack of statistical hypothesis testing. These factors maximise the chances of failure to detect a real decline. To aid future analyses we provide recommendations to supplement those which accompany KRILLBASE. We also suggest the need for consensus scientific advice on krill population dynamics based on agreed standards of evidence, evaluation of uncertainty, and a thorough understanding of the data. This will be more useful to policy makers and other stakeholders than polarised opinions. Meanwhile, the evidence for a decline in krill density still stands.",2019.0,2019-04-24,article,en,Journal of Crustacean Biology,journal,True,hybrid,41,3.812,0.93445191,False,True,38,Marine and fisheries research,Environmental Science,Physical Sciences,"[{""id"": ""T10230"", ""name"": ""Marine and fisheries research"", ""field"": ""Environmental Science""}, {""id"": ""T10302"", ""name"": ""Fish Ecology and Management Studies"", ""field"": ""Environmental Science""}, {""id"": ""T11088"", ""name"": ""Marine Bivalve and Aquaculture Studies"", ""field"": ""Environmental Science""}]",4,A5004415481|A5055586604|A5041126500|A5083116096,Simeon L. Hill|Angus Atkinson|Evgeny A. Pakhomov|Volker Siegel,I1319328641|I141945490|I2802566253|I4210087486|I4387155864,British Antarctic Survey|Hakai Institute|Plymouth Marine Laboratory|Tula Foundation|University of British Columbia,CA|GB,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai affiliation, Antarctic krill population study"
W2910920952,10.1016/j.marpol.2019.01.001,Synergies on the coast: Challenges facing shellfish aquaculture development on the central and north coast of British Columbia,,2019.0,2019-01-10,article,en,Marine Policy,journal,False,closed,36,1.578,0.82103225,False,False,85,Marine Bivalve and Aquaculture Studies,Environmental Science,Physical Sciences,"[{""id"": ""T11088"", ""name"": ""Marine Bivalve and Aquaculture Studies"", ""field"": ""Environmental Science""}, {""id"": ""T12414"", ""name"": ""Coastal and Marine Management"", ""field"": ""Environmental Science""}, {""id"": ""T10341"", ""name"": ""Coral and Marine Ecosystems Studies"", ""field"": ""Environmental Science""}]",8,A5037123641|A5053267766|A5013896743|A5031419507|A5042362188|A5057238386|A5011326500|A5039435858,Jessica J. Holden|Brenna Collicutt|Garth A. Covernton|Kieran Cox|Darienne Lancaster|Sarah E. Dudas|Natalie C. Ban|Aerin L. Jacob,I212119943|I28638086|I4210087486|I4387155864|I4387156295|I911422844,Hakai Institute|Shell (Canada)|Tula Foundation|University of Victoria|Vancouver Island University|Yellowstone to Yukon Conservation Initiative,CA,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai Calvert Island affiliation, shellfish aquaculture BC"
W2944262188,10.3354/meps12972,Value- and ecosystem-based management approach: the Pacific herring fishery conflict,Fishery policy problems are 'wicked' (Rittel,2019.0,2019-05-06,article,en,Marine Ecology Progress Series,journal,True,bronze,33,3.0176,0.91102789,False,True,82,Marine and fisheries research,Environmental Science,Physical Sciences,"[{""id"": ""T10230"", ""name"": ""Marine and fisheries research"", ""field"": ""Environmental Science""}, {""id"": ""T10341"", ""name"": ""Coral and Marine Ecosystems Studies"", ""field"": ""Environmental Science""}, {""id"": ""T11088"", ""name"": ""Marine Bivalve and Aquaculture Studies"", ""field"": ""Environmental Science""}]",8,A5059907307|A5113920950|A5046413026|A5025805478|A5066533145|A5110612409|A5037679057|A5110834784,ME Lam|TJ Pitcher|Szymon Surma|J. Anthony G. Scott|Matthias Kaiser|ASJ White|EA Pakhomov|L. Ward,I1319689352|I141945490|I4210087486|I4387155864|I4432739,Fisheries and Oceans Canada|Hakai Institute|Tula Foundation|University of Bergen|University of British Columbia,CA|NO,,False,False,True,True,True,False,False,False,False,False,inst_hakai|inst_tula|rawaff_hakai,3,True,include,coastal,high,"Hakai/Tula provenance, Pacific herring fishery"
