openalex_id	doi	failure_type	source
https://openalex.org/W4297057618	https://doi.org/10.24412/fhb48dfmwtm	affiliation	evals
https://openalex.org/W2482981890	https://doi.org/10.1007/978-3-322-89333-8	affiliation	evals
https://openalex.org/W4413583622	https://doi.org/10.64628/aa.3ur6wwyfh	affiliation	evals
https://openalex.org/W4385547722	https://doi.org/10.58530/2022/1284	affiliation	evals
https://openalex.org/W1979217952	https://doi.org/10.1016/j.surneu.2006.10.031	affiliation	evals
https://openalex.org/W2774800576	https://doi.org/10.15171/jpd.2018.02	affiliation	evals
https://openalex.org/W4306894671	https://doi.org/10.1215/9781478023531-006	affiliation	evals
https://openalex.org/W4395448987	https://doi.org/10.1016/j.jep.2024.118243	affiliation	evals
https://openalex.org/W4322756542	https://doi.org/10.21203/rs.3.rs-2638739/v1	affiliation	evals
https://openalex.org/W3179139117	https://doi.org/10.1016/j.jep.2021.114396	affiliation	evals
https://openalex.org/W4246598690	https://doi.org/10.15747/jcn.2015.7.1.1	affiliation	evals
https://openalex.org/W1990934468	https://doi.org/10.1021/ac026400h	affiliation	evals
https://openalex.org/W4416654841	https://doi.org/10.1016/j.ecofro.2025.11.008	affiliation	evals
https://openalex.org/W4417191589	https://doi.org/10.1108/978-1-68123-118-120251011	affiliation	evals
https://openalex.org/W2085684425	https://doi.org/10.1021/jp075330l	affiliation	evals
https://openalex.org/W4247687526	https://doi.org/10.17989/encsr000cgc	affiliation	evals
https://openalex.org/W2006679682	https://doi.org/10.1021/jp9920848	affiliation	evals
https://openalex.org/W2976606416	https://doi.org/10.34044/j.kjss.2019.40.2.04	affiliation	evals
https://openalex.org/W3152597203	https://doi.org/10.2341/18-189-l	affiliation	evals
https://openalex.org/W3125578502	https://doi.org/10.1016/j.jad.2021.01.049	affiliation	evals
https://openalex.org/W2007178813	https://doi.org/10.4050/jahs.29.25	affiliation	evals
https://openalex.org/W4416718646	https://doi.org/10.1016/j.jpcs.2025.113392	affiliation	evals
https://openalex.org/W4409226294	https://doi.org/10.1371/journal.pgen.1011657	affiliation	evals
https://openalex.org/W4234312880	https://doi.org/10.3410/f.1089155.542347	affiliation	evals
https://openalex.org/W2589132626	https://doi.org/10.64628/ab.pd6w6yug9	affiliation	evals
https://openalex.org/W1900025433	https://doi.org/10.2991/jsta.2015.14.2.9	affiliation	evals
https://openalex.org/W2993046989	https://doi.org/10.1016/j.prnil.2019.10.001	affiliation	evals
https://openalex.org/W1984795213	https://doi.org/10.1371/journal.pone.0010529	affiliation	evals
https://openalex.org/W1651185691	https://doi.org/10.3917/cm.076.0121	affiliation	evals
https://openalex.org/W4413990518	https://doi.org/10.3389/978-2-8325-6273-4	affiliation	evals
https://openalex.org/W4283710187	https://doi.org/10.5139/jksas.2022.50.7.445	affiliation	evals
https://openalex.org/W3096796724	https://doi.org/10.1130/abs/2020am-357592	affiliation	evals
https://openalex.org/W4241160206	https://doi.org/10.13040/ijpsr.0975-8232.7(3).1149-55	affiliation	evals
https://openalex.org/W2775141897	https://doi.org/10.1016/j.ssmph.2017.11.011	affiliation	evals
https://openalex.org/W2020145314	https://doi.org/10.1016/j.envsoft.2009.10.001	affiliation	evals
https://openalex.org/W34798489	https://doi.org/10.1016/j.carres.2021.108479	affiliation	evals
https://openalex.org/W3091508851	https://doi.org/10.35512/ras.v4i3.4460	affiliation	evals
https://openalex.org/W3023378095	https://doi.org/10.5040/9780755608997.part-001	affiliation	evals
https://openalex.org/W2013575800	https://doi.org/10.1055/s-0029-1199985	affiliation	evals
https://openalex.org/W4410973768	https://doi.org/10.1016/j.robot.2025.105082	affiliation	evals
https://openalex.org/W4310932917	https://doi.org/10.5281/zenodo.7417752	affiliation	evals
https://openalex.org/W2034385488	https://doi.org/10.1111/j.1572-0241.1999.01430.x	affiliation	evals
https://openalex.org/W4413295494	https://doi.org/10.12677/md.2025.154056	affiliation	evals
https://openalex.org/W4239254017	https://doi.org/10.1360/za1983-13-2-172	affiliation	evals
https://openalex.org/W4394932427	https://doi.org/10.5772/intechopen.114279	affiliation	evals
https://openalex.org/W2897327592	https://doi.org/10.1016/j.tracli.2018.08.149	affiliation	evals
https://openalex.org/W4414253564	https://doi.org/10.54476/ioer-imrj/145695	affiliation	evals
https://openalex.org/W2901461938	https://doi.org/10.21086/ksles.2018.10.25.5.595	affiliation	evals
https://openalex.org/W3173748037	https://doi.org/10.46463/ijrss.917073	affiliation	evals
https://openalex.org/W4406166996	https://doi.org/10.53558/mygx3951	affiliation	evals
https://openalex.org/W4245596366	https://doi.org/10.35940/ijitee.b7663.019320	affiliation	evals
https://openalex.org/W2044848484	https://doi.org/10.1177/00220345290090040201	affiliation	evals
https://openalex.org/W2889742286	https://doi.org/10.5958/2249-5576.2018.00016.x	affiliation	evals
https://openalex.org/W3027717194	https://doi.org/10.1016/j.carbpol.2020.116470	affiliation	evals
https://openalex.org/W4212787006	https://doi.org/10.21203/rs.2.16830/v2	affiliation	evals
https://openalex.org/W2094909925	https://doi.org/10.1016/j.cbpb.2006.01.012	affiliation	evals
https://openalex.org/W2166699856	https://doi.org/10.1177/016327878400700403	affiliation	evals
https://openalex.org/W4389827669	https://doi.org/10.1016/j.compstruct.2023.117817	affiliation	evals
https://openalex.org/W4243685547	https://doi.org/10.7560/764415	affiliation	evals
https://openalex.org/W2012911850	https://doi.org/10.1021/cr900075v	affiliation	evals
https://openalex.org/W2138666988	https://doi.org/10.3917/th.731.0075	affiliation	evals
https://openalex.org/W2088159425	https://doi.org/10.1371/journal.pone.0074403	affiliation	evals
https://openalex.org/W4234742211	https://doi.org/10.3410/f.734910033.793560048	affiliation	evals
https://openalex.org/W2026512842	https://doi.org/10.3354/meps230071	affiliation	evals
https://openalex.org/W4291353381	https://doi.org/10.17989/encsr960ela	affiliation	evals
https://openalex.org/W4249454922	https://doi.org/10.1016/b978-0-323-52483-4.50206-4	affiliation	evals
https://openalex.org/W2980427187	https://doi.org/10.32983/2222-4459-2019-8-253-258	affiliation	evals
https://openalex.org/W3089722208	https://doi.org/10.5772/intechopen.94109	affiliation	evals
https://openalex.org/W4385329391	https://doi.org/10.1016/j.ab.2023.115264	affiliation	evals
https://openalex.org/W3114710805	https://doi.org/10.21203/rs.3.rs-31454/v1	affiliation	evals
https://openalex.org/W2183332468	https://doi.org/10.3384/diss.diva-122907	affiliation	evals
https://openalex.org/W2978888164	https://doi.org/10.1016/j.ijrefrig.2019.09.020	affiliation	evals
https://openalex.org/W4400426210	https://doi.org/10.3923/ajerpk.2020.23.24	affiliation	evals
https://openalex.org/W4291436970	https://doi.org/10.17989/encsr564nsg	affiliation	evals
https://openalex.org/W4412614407	https://doi.org/10.1016/b978-0-443-34017-8.00058-2	affiliation	evals
https://openalex.org/W2319367189	https://doi.org/10.1021/acs.iecr.5b01690	affiliation	evals
https://openalex.org/W1995202075	https://doi.org/10.1016/s1061-9259(98)80161-6	affiliation	evals
https://openalex.org/W657606111	https://doi.org/10.1007/978-3-662-25101-0	affiliation	evals
https://openalex.org/W4281636295	https://doi.org/10.29363/nanoge.hopv.2022.069	affiliation	evals
https://openalex.org/W2757877822	https://doi.org/10.17492/pragati.v4i01.9545	affiliation	evals
https://openalex.org/W1968217797	https://doi.org/10.1165/ajrcmb.24.6.4303	affiliation	evals
https://openalex.org/W14469851	https://doi.org/10.1108/9780585474601-005	affiliation	evals
https://openalex.org/W4385911179	https://doi.org/10.17989/encsr285ool	affiliation	evals
https://openalex.org/W4381548855	https://doi.org/10.3133/gip224	affiliation	evals
https://openalex.org/W4212977866	https://doi.org/10.5408/0022-1368-24.4.130	affiliation	evals
https://openalex.org/W2739230998	https://doi.org/10.1016/j.nefro.2016.11.002	affiliation	evals
https://openalex.org/W2407630138	https://doi.org/10.5414/cp202391	affiliation	evals
https://openalex.org/W2080410482	https://doi.org/10.1021/es990376g	affiliation	evals
https://openalex.org/W4390776147	https://doi.org/10.1016/j.dsr.2024.104231	affiliation	evals
https://openalex.org/W4249543904	https://doi.org/10.3410/f.726503919.793533326	affiliation	evals
https://openalex.org/W4239278916	https://doi.org/10.33915/etd.1362	affiliation	evals
https://openalex.org/W2601259865	https://doi.org/10.14233/ajchem.2015.18659	affiliation	evals
https://openalex.org/W4413006285	https://doi.org/10.1177/17557380251361039	affiliation	evals
https://openalex.org/W4248941299	https://doi.org/10.5040/9781472552952.ch-014	affiliation	evals
https://openalex.org/W4288284122	https://doi.org/10.5281/zenodo.3379661	affiliation	evals
https://openalex.org/W2048917877	https://doi.org/10.1371/journal.pone.0013637	affiliation	evals
https://openalex.org/W4393057211	https://doi.org/10.3390/photonics11030281	affiliation	evals
https://openalex.org/W3113032075	https://doi.org/10.21659/rupkatha.v12n5.rioc1s19n2	affiliation	evals
https://openalex.org/W2163526661	https://doi.org/10.1016/j.mcm.2010.07.007	affiliation	evals
https://openalex.org/W3152225852	https://doi.org/10.1016/j.physa.2021.125988	affiliation	evals
https://openalex.org/W1985281143	https://doi.org/10.1016/j.exppara.2012.12.010	affiliation	evals
https://openalex.org/W2082141140	https://doi.org/10.4236/msa.2014.510074	affiliation	evals
https://openalex.org/W2944660289	https://doi.org/10.35159/kjss.2019.04.28.2.1	affiliation	evals
https://openalex.org/W3008623903	https://doi.org/10.36463/idw.2019.0717	affiliation	evals
https://openalex.org/W4247139655	https://doi.org/10.1007/978-3-642-02892-2_122	affiliation	evals
https://openalex.org/W4400417901	https://doi.org/10.51926/iste.9781784059194	affiliation	evals
https://openalex.org/W2098346358	https://doi.org/10.1504/gber.2006.008777	affiliation	evals
https://openalex.org/W2069126264	https://doi.org/10.1001/archopht.1967.00980030109023	affiliation	evals
https://openalex.org/W2023308665	https://doi.org/10.1299/jsmec.43.949	affiliation	evals
https://openalex.org/W2127808298	https://doi.org/10.5370/kiee.2013.62.9.1240	affiliation	evals
https://openalex.org/W4327700854	https://doi.org/10.36227/techrxiv.22284016.v1	affiliation	evals
https://openalex.org/W4256485015	https://doi.org/10.1257/rct.2901-1.0	affiliation	evals
https://openalex.org/W2952793126	https://doi.org/10.1016/s2307-1877(25)00799-0	affiliation	evals
https://openalex.org/W2474457328	https://doi.org/10.12737/20196	affiliation	evals
https://openalex.org/W2799381125	https://doi.org/10.1108/ijmpb-03-2017-0033	affiliation	evals
https://openalex.org/W4226409987	https://doi.org/10.2991/assehr.k.220304.026	affiliation	evals
https://openalex.org/W4229369098	https://doi.org/10.1530/endoabs.81.p378	affiliation	evals
https://openalex.org/W4210353043	https://doi.org/10.21203/rs.3.rs-1220584/v1	affiliation	evals
https://openalex.org/W4396919387	https://doi.org/10.53483/xcoy3570	affiliation	evals
https://openalex.org/W4403091373	https://doi.org/10.1215/9781478060086-001	affiliation	evals
https://openalex.org/W4391598379	https://doi.org/10.2749/newdelhi.2023.1645	affiliation	evals
https://openalex.org/W4407586917	https://doi.org/10.25686/2306-2819.2019.3.22	affiliation	evals
https://openalex.org/W4412746404	https://doi.org/10.1016/j.jbiomech.2025.112886	affiliation	evals
https://openalex.org/W3119612004	https://doi.org/10.4324/9780203934975-7	affiliation	evals
https://openalex.org/W4321440895	https://doi.org/10.1093/acrefore/9780199340378.013.1067	affiliation	evals
https://openalex.org/W7106340703	https://doi.org/10.1016/j.molstruc.2025.144790	affiliation	evals
https://openalex.org/W2048158058	https://doi.org/10.1016/j.sigpro.2007.01.035	affiliation	evals
https://openalex.org/W4206439385	https://doi.org/10.22789/ihlr.2021.12.24.4.2	affiliation	evals
https://openalex.org/W4312468725	https://doi.org/10.3917/chso.duba.2018.01.0109	affiliation	evals
https://openalex.org/W4213152114	https://doi.org/10.1007/978-3-540-45285-0_1659	affiliation	evals
https://openalex.org/W4210715222	https://doi.org/10.1016/j.lfs.2022.120358	affiliation	evals
https://openalex.org/W2157270636	https://doi.org/10.1590/s1413-70542007000600011	affiliation	evals
https://openalex.org/W4312764758	https://doi.org/10.1079/cabicompendium.33197	affiliation	evals
https://openalex.org/W2090586674	https://doi.org/10.1016/j.bbamem.2014.04.022	affiliation	evals
https://openalex.org/W2999909873	https://doi.org/10.11648/j.ijcts.20190506.12	affiliation	evals
https://openalex.org/W4417259841	https://doi.org/10.1016/j.eswa.2025.130769	affiliation	evals
https://openalex.org/W3109000101	https://doi.org/10.1108/emjb-12-2019-0149	affiliation	evals
https://openalex.org/W4229378615	https://doi.org/10.33097/jncta.2022.06.04.606	affiliation	evals
https://openalex.org/W4416194833	https://doi.org/10.21203/rs.3.rs-7897236/v1	affiliation	evals
https://openalex.org/W2781678883	https://doi.org/10.1302/0301-620x.100b1.bjj-2017-1065.r1	affiliation	evals
https://openalex.org/W2079930596	https://doi.org/10.1016/j.jacc.2010.04.025	affiliation	evals
https://openalex.org/W2314206334	https://doi.org/10.1055/s-0028-1114922	affiliation	evals
https://openalex.org/W4251316866	https://doi.org/10.1553/joeb55s301	affiliation	evals
https://openalex.org/W2786302798	https://doi.org/10.5167/uzh-147288	affiliation	evals
https://openalex.org/W4300764249	https://doi.org/10.3138/9781442666665	affiliation	evals
https://openalex.org/W2885541251	https://doi.org/10.11606/t.43.2018.tde-14062018-103044	affiliation	evals
https://openalex.org/W2065203539	https://doi.org/10.1021/jf0014664	affiliation	evals
https://openalex.org/W4408685208	https://doi.org/10.7189/jogh.15.03013	affiliation	evals
https://openalex.org/W2460554293	https://doi.org/10.22103/jab.2015.1363	affiliation	evals
https://openalex.org/W4288050909	https://doi.org/10.1145/3551386	affiliation	evals
https://openalex.org/W3194866391	https://doi.org/10.1525/luminos.108.f	affiliation	evals
https://openalex.org/W4212942383	https://doi.org/10.54234/cst.19968493.2020.17.3.65.15.89	affiliation	evals
https://openalex.org/W4237294132	https://doi.org/10.1163/1875-8096_pplrdc_ej.9789041112514.009_102.4	affiliation	evals
https://openalex.org/W3157236818	https://doi.org/10.14744/scie.2021.86094	affiliation	evals
https://openalex.org/W2007327946	https://doi.org/10.1001/jama.1901.62470400035001f	affiliation	evals
https://openalex.org/W4206361465	https://doi.org/10.1590/s0037-86822003000300012	affiliation	evals
https://openalex.org/W4291952482	https://doi.org/10.17989/encsr521xgy	affiliation	evals
https://openalex.org/W2160872563	https://doi.org/10.5897/ajb2003.000-1015	affiliation	evals
https://openalex.org/W2342841658	https://doi.org/10.13067/jkiecs.2016.11.3.271	affiliation	evals
https://openalex.org/W4223917027	https://doi.org/10.17989/encsr109boh	affiliation	evals
https://openalex.org/W7106338994	https://doi.org/10.7759/cureus.97520	affiliation	evals
https://openalex.org/W2117035313	https://doi.org/10.1123/japa.2013-0126	affiliation	evals
https://openalex.org/W4394845426	https://doi.org/10.1515/les-2024-0004	affiliation	evals
https://openalex.org/W2478200759	https://doi.org/10.1075/ssls.4.14for	affiliation	evals
https://openalex.org/W2053962424	https://doi.org/10.1108/03321649910275161	affiliation	evals
https://openalex.org/W4416908490	https://doi.org/10.21203/rs.3.rs-8205100/v1	affiliation	evals
https://openalex.org/W3000035648	https://doi.org/10.51359/2317-5427.2018.243410	affiliation	evals
https://openalex.org/W4415296635	https://doi.org/10.5937/agkinp25080d	affiliation	evals
https://openalex.org/W2007361048	https://doi.org/10.1097/00000658-195704000-00012	affiliation	evals
https://openalex.org/W2013352690	https://doi.org/10.1079/pavsnnr20083019	affiliation	evals
https://openalex.org/W4283826761	https://doi.org/10.21203/rs.3.rs-1751189/v1	affiliation	evals
https://openalex.org/W4399618631	https://doi.org/10.25270/jic/24.00120	affiliation	evals
https://openalex.org/W3211738233	https://doi.org/10.28977/jbtr.2021.10.49.168	affiliation	evals
https://openalex.org/W4392092966	https://doi.org/10.21203/rs.3.rs-3699332/v1	affiliation	evals
https://openalex.org/W4417398263	https://doi.org/10.1215/9781478061793-010	affiliation	evals
https://openalex.org/W4381058171	https://doi.org/10.11648/j.aje.20230701.14	affiliation	evals
https://openalex.org/W4385938640	https://doi.org/10.17989/encsr982mud	affiliation	evals
https://openalex.org/W4392698735	https://doi.org/10.1016/j.fgb.2024.103886	affiliation	evals
https://openalex.org/W4243300181	https://doi.org/10.13040/ijpsr.0975-8232.4(4).1378-83	affiliation	evals
https://openalex.org/W3096144506	https://doi.org/10.21184/jkeia.2015.03.9.1.263	affiliation	evals
https://openalex.org/W4233316682	https://doi.org/10.1016/j.revmed.2014.10.219	affiliation	evals
https://openalex.org/W4247092302	https://doi.org/10.7554/elife.38060.011	affiliation	evals
https://openalex.org/W1940922812	https://doi.org/10.1039/9781847550156-00020	affiliation	evals
https://openalex.org/W4249614854	https://doi.org/10.53347/rid-53612	affiliation	evals
https://openalex.org/W4200457999	https://doi.org/10.21203/rs.3.rs-1199065/v1	affiliation	evals
https://openalex.org/W3161652893	https://doi.org/10.11606/d.11.2018.tde-20181127-160551	affiliation	evals
https://openalex.org/W2018871417	https://doi.org/10.1016/j.otoeng.2013.02.004	affiliation	evals
https://openalex.org/W4400865807	https://doi.org/10.22246/jikm.2024.45.3.497	affiliation	evals
https://openalex.org/W2093514456	https://doi.org/10.1007/bf00056140	affiliation	evals
https://openalex.org/W1992610874	https://doi.org/10.1590/s0101-20612008000200026	affiliation	evals
https://openalex.org/W4312418085	https://doi.org/10.1079/cabicompendium.66877	affiliation	evals
https://openalex.org/W4404420404	https://doi.org/10.1016/j.solener.2024.113101	affiliation	evals
https://openalex.org/W1981406745	https://doi.org/10.1016/j.mencom.2012.05.004	affiliation	evals
https://openalex.org/W1979193927	https://doi.org/10.1177/009430610703600209	affiliation	evals
https://openalex.org/W4246939354	https://doi.org/10.1111/resp.13420_589	affiliation	evals
https://openalex.org/W2065272358	https://doi.org/10.1108/md.2007.00145iaa.001	affiliation	evals
https://openalex.org/W3134082766	https://doi.org/10.36849/jdd.5779	affiliation	evals
https://openalex.org/W4411545954	https://doi.org/10.1016/j.jgeb.2025.100527	affiliation	evals
https://openalex.org/W2071629249	https://doi.org/10.1111/medu.12123	affiliation	evals
https://openalex.org/W4255787784	https://doi.org/10.3410/f.1046302.496243	affiliation	evals
https://openalex.org/W3186374748	https://doi.org/10.1016/j.blre.2021.100869	affiliation	evals
https://openalex.org/W4224012393	https://doi.org/10.17989/encsr943noh	affiliation	evals
https://openalex.org/W4247438639	https://doi.org/10.31979/etd.v2kp-6fck	affiliation	evals
https://openalex.org/W4386601400	https://doi.org/10.21203/rs.3.rs-3256535/v1	affiliation	evals
https://openalex.org/W2322954144	https://doi.org/10.1021/jf405348k	affiliation	evals
https://openalex.org/W4224438093	https://doi.org/10.21203/rs.3.rs-1525258/v1	affiliation	evals
https://openalex.org/W4396776946	https://doi.org/10.31218/trkh.2024.3.153.143	affiliation	evals
https://openalex.org/W4206766665	https://doi.org/10.7860/jcdr/2021/50176.15389	affiliation	evals
https://openalex.org/W4414428485	https://doi.org/10.21203/rs.3.rs-7412296/v1	affiliation	evals
https://openalex.org/W2143267028	https://doi.org/10.1152/ajprenal.00459.2005	affiliation	evals
https://openalex.org/W3210453511	https://doi.org/10.32629/memf.v2i5.500	affiliation	evals
https://openalex.org/W4205105442	https://doi.org/10.1016/s0065-2539(08)60035-9	affiliation	evals
https://openalex.org/W2042743329	https://doi.org/10.1016/j.radmeas.2014.02.004	affiliation	evals
https://openalex.org/W3204811567	https://doi.org/10.1353/tfr.2021.0248	affiliation	evals
https://openalex.org/W2058619739	https://doi.org/10.1016/j.taap.2012.01.029	affiliation	evals
https://openalex.org/W4403718875	https://doi.org/10.1371/journal.pone.0307374	affiliation	evals
https://openalex.org/W4286259266	https://doi.org/10.21125/edulearn.2022.2397	affiliation	evals
https://openalex.org/W4414685880	https://doi.org/10.15664/fcj.v22.i0.2992	affiliation	evals
https://openalex.org/W4391436422	https://doi.org/10.35702/nrj.10016	affiliation	evals
https://openalex.org/W3048636267	https://doi.org/10.1016/j.wneu.2020.06.006	affiliation	evals
https://openalex.org/W2015632907	https://doi.org/10.1371/journal.pone.0042204	affiliation	evals
https://openalex.org/W2896633323	https://doi.org/10.1016/j.compmedimag.2018.10.003	affiliation	evals
https://openalex.org/W4236680847	https://doi.org/10.7551/mitpress/13677.003.0018	affiliation	evals
https://openalex.org/W2751563804	https://doi.org/10.5391/jkiis.2017.27.4.296	affiliation	evals
https://openalex.org/W1981383355	https://doi.org/10.1055/s-2005-869894	affiliation	evals
https://openalex.org/W2789969704	https://doi.org/10.7868/s0002337x17090160	affiliation	evals
https://openalex.org/W4413622817	https://doi.org/10.64628/ab.9vrwx434y	affiliation	evals
https://openalex.org/W4232515116	https://doi.org/10.2305/iucn.uk.2016-3.rlts.t69920774a70010055.en	affiliation	evals
https://openalex.org/W2205690643	https://doi.org/10.1353/ntc.1995.0004	affiliation	evals
https://openalex.org/W3033950019	https://doi.org/10.5909/jbe.2019.24.5.726	affiliation	evals
https://openalex.org/W25919888	https://doi.org/10.1021/acs.analchem.5b00971	affiliation	evals
https://openalex.org/W4392626931	https://doi.org/10.1016/j.chemgeo.2024.122022	affiliation	evals
https://openalex.org/W1993142710	https://doi.org/10.1172/jci107691	affiliation	evals
https://openalex.org/W4410610637	https://doi.org/10.1016/j.ijpharm.2025.125756	affiliation	evals
https://openalex.org/W3001851294	https://doi.org/10.1016/j.vlsi.2019.12.008	affiliation	evals
https://openalex.org/W2765454525	https://doi.org/10.1021/acs.iecr.7b03468	affiliation	evals
https://openalex.org/W3208453151	https://doi.org/10.21037/jgo-21-604	affiliation	evals
https://openalex.org/W1975055577	https://doi.org/10.1021/om010010o	affiliation	evals
https://openalex.org/W2977213247	https://doi.org/10.21926/obm.neurobiol.1903042	affiliation	evals
https://openalex.org/W4394687964	https://doi.org/10.4414/phc-f.2024.1423922509	affiliation	evals
https://openalex.org/W4399718215	https://doi.org/10.1016/j.jth.2024.101847	affiliation	evals
https://openalex.org/W2904946653	https://doi.org/10.5762/kais.2018.19.9.130	affiliation	evals
https://openalex.org/W4200349510	https://doi.org/10.38207/jcmphr/2021/0212226	affiliation	evals
https://openalex.org/W2490915385	https://doi.org/10.5005/jp/books/12080_36	affiliation	evals
https://openalex.org/W4385545447	https://doi.org/10.58530/2022/3639	affiliation	evals
https://openalex.org/W3209764162	https://doi.org/10.21203/rs.3.rs-433635/v1	affiliation	evals
https://openalex.org/W2054908884	https://doi.org/10.1016/j.catcom.2005.09.009	affiliation	evals
https://openalex.org/W260725626	https://doi.org/10.1021/cen-v063n010.p022	affiliation	evals
https://openalex.org/W4411372108	https://doi.org/10.54563/cahiers-duras.882	affiliation	evals
https://openalex.org/W2487756826	https://doi.org/10.1159/isbn.978-3-318-00642-1	affiliation	evals
https://openalex.org/W2977422435	https://doi.org/10.1108/jaar-12-2018-0189	affiliation	evals
https://openalex.org/W4291846283	https://doi.org/10.17989/encsr677exu	affiliation	evals
https://openalex.org/W4392985632	https://doi.org/10.21273/hortsci.33.2.0358	affiliation	evals
https://openalex.org/W1556846906	https://doi.org/10.11606/t.85.2014.tde-06102014-090452	affiliation	evals
https://openalex.org/W2017623102	https://doi.org/10.1021/bc9900587	affiliation	evals
https://openalex.org/W2122381329	https://doi.org/10.5038/1944-0472.4.3.2	affiliation	evals
https://openalex.org/W4309389633	https://doi.org/10.26538/tjnpr/v6i9.33	affiliation	evals
https://openalex.org/W2898004427	https://doi.org/10.31659/0585-430x-2018-763-9-58-61	affiliation	evals
